date,customer_id,product,region,channel,quantity,unit_price,discount,revenue,csat_score,churn
2022-11-04,CUST0123,Earbuds,South,Partner,13,5000,0.24,49400.0,1,1
2022-11-05,CUST0102,Watch,South,Retail,6,15000,0.2,72000.0,1,1
2022-11-06,CUST0241,Laptop,South,Partner,12,75000,0.18,738000.0,4,0
2022-11-07,CUST0191,Earbuds,South,Partner,10,5000,0.13,43500.0,3,0
2022-11-08,CUST0217,Earbuds,East,Retail,14,5000,0.21,55300.0,5,1
2022-11-09,CUST0051,Tablet,South,Partner,9,25000,0.08,207000.0,5,0
2022-11-10,CUST0292,Earbuds,South,Partner,7,5000,0.18,28700.0,5,0
2022-11-11,CUST0081,Earbuds,East,Partner,10,5000,0.25,37500.0,5,0
2022-11-12,CUST0088,Earbuds,West,Online,5,5000,0.08,23000.0,4,0
2022-11-13,CUST0194,Earbuds,North,Retail,8,5000,0.17,33200.0,2,1
2022-11-14,CUST0104,Phone,West,Retail,2,35000,0.21,55300.0,5,0
2022-11-15,CUST0271,Phone,East,Retail,7,35000,0.23,188650.0,3,0
2022-11-16,CUST0096,Tablet,North,Online,4,25000,0.18,82000.0,3,0
2022-11-17,CUST0198,Laptop,East,Online,9,75000,0.07,627750.0,5,0
2022-11-18,CUST0001,Earbuds,East,Retail,12,5000,0.08,55200.0,4,0
2022-11-19,CUST0167,Laptop,South,Online,1,75000,0.01,74250.0,5,1
2022-11-20,CUST0126,Laptop,North,Retail,7,75000,0.19,425250.0,3,1
2022-11-21,CUST0081,Tablet,South,Online,6,25000,0.01,148500.0,4,1
2022-11-22,CUST0251,Earbuds,North,Partner,8,5000,0.22,31200.0,2,1
2022-11-23,CUST0169,Earbuds,East,Partner,5,5000,0.03,24250.0,4,1
2022-11-24,CUST0073,Watch,East,Retail,1,15000,0.04,14400.0,5,1
2022-11-25,CUST0141,Laptop,West,Online,1,75000,0.12,66000.0,4,0
2022-11-26,CUST0070,Laptop,North,Online,9,75000,0.18,553500.0,3,0
2022-11-27,CUST0262,Phone,South,Partner,10,35000,0.03,339500.0,1,1
2022-11-28,CUST0245,Watch,West,Partner,6,15000,0.11,80100.0,2,1
2022-11-29,CUST0003,Phone,West,Online,10,35000,0.12,308000.0,4,0
2022-11-30,CUST0063,Phone,West,Online,5,35000,0.05,166250.0,5,1
2022-12-01,CUST0049,Phone,South,Online,1,35000,0.03,33950.0,3,1
2022-12-02,CUST0076,Tablet,West,Online,6,25000,0.21,118500.0,5,0
2022-12-03,CUST0175,Tablet,South,Online,6,25000,0.13,130500.0,5,1
2022-12-04,CUST0109,Phone,West,Online,3,35000,0.0,105000.0,4,1
2022-12-05,CUST0183,Watch,South,Retail,13,15000,0.2,156000.0,4,1
2022-12-06,CUST0192,Laptop,East,Online,8,75000,0.25,450000.0,5,1
2022-12-07,CUST0065,Watch,East,Partner,14,15000,0.15,178500.0,3,0
2022-12-08,CUST0271,Earbuds,East,Retail,1,5000,0.13,4350.0,3,0
2022-12-09,CUST0100,Tablet,East,Online,1,25000,0.22,19500.0,1,1
2022-12-10,CUST0032,Laptop,East,Partner,6,75000,0.24,342000.0,5,0
2022-12-11,CUST0128,Laptop,West,Retail,10,75000,0.19,607500.0,5,0
2022-12-12,CUST0043,Earbuds,West,Partner,13,5000,0.11,57850.0,5,0
2022-12-13,CUST0078,Earbuds,West,Online,1,5000,0.15,4250.0,2,1
2022-12-14,CUST0289,Phone,South,Online,6,35000,0.18,172200.0,4,0
2022-12-15,CUST0270,Tablet,South,Online,1,25000,0.05,23750.0,2,1
2022-12-16,CUST0162,Tablet,South,Online,14,25000,0.11,311500.0,1,1
2022-12-17,CUST0189,Watch,South,Retail,13,15000,0.21,154050.0,4,0
2022-12-18,CUST0247,Phone,East,Retail,6,35000,0.16,176400.0,5,1
2022-12-19,CUST0216,Phone,East,Partner,3,35000,0.1,94500.0,5,0
2022-12-20,CUST0168,Phone,East,Online,14,35000,0.17,406700.0,4,0
2022-12-21,CUST0193,Phone,North,Partner,14,35000,0.03,475300.0,2,1
2022-12-22,CUST0283,Tablet,West,Retail,8,25000,0.1,180000.0,3,0
2022-12-23,CUST0013,Tablet,South,Online,13,25000,0.2,260000.0,3,0
2022-12-24,CUST0240,Phone,South,Online,6,35000,0.06,197400.0,5,0
2022-12-25,CUST0147,Watch,East,Retail,13,15000,0.05,185250.0,5,0
2022-12-26,CUST0204,Laptop,South,Retail,11,75000,0.24,627000.0,4,0
2022-12-27,CUST0080,Laptop,South,Retail,13,75000,0.05,926250.0,4,0
2022-12-28,CUST0043,Watch,West,Retail,1,15000,0.07,13950.0,1,1
2022-12-29,CUST0089,Phone,East,Retail,5,35000,0.24,133000.0,3,1
2022-12-30,CUST0148,Tablet,West,Online,8,25000,0.18,164000.0,4,0
2022-12-31,CUST0095,Laptop,North,Retail,3,75000,0.17,186750.0,2,1
2023-01-01,CUST0151,Earbuds,North,Online,12,5000,0.21,47400.0,4,0
2023-01-02,CUST0002,Earbuds,North,Online,6,5000,0.03,29100.0,5,1
2023-01-03,CUST0022,Watch,East,Retail,5,15000,0.18,61500.0,4,0
2023-01-04,CUST0007,Phone,South,Retail,6,35000,0.13,182700.0,2,1
2023-01-05,CUST0206,Laptop,East,Online,10,75000,0.21,592500.0,3,0
2023-01-06,CUST0114,Phone,East,Retail,1,35000,0.13,30450.0,4,0
2023-01-07,CUST0272,Laptop,South,Retail,7,75000,0.16,441000.0,4,0
2023-01-08,CUST0083,Watch,West,Retail,9,15000,0.12,118800.0,4,0
2023-01-09,CUST0179,Watch,North,Partner,2,15000,0.12,26400.0,4,0
2023-01-10,CUST0210,Earbuds,West,Online,10,5000,0.19,40500.0,4,0
2023-01-11,CUST0124,Phone,North,Partner,5,35000,0.16,147000.0,5,0
2023-01-12,CUST0113,Earbuds,East,Retail,10,5000,0.16,42000.0,3,0
2023-01-13,CUST0012,Phone,North,Partner,4,35000,0.11,124600.0,5,0
2023-01-14,CUST0126,Earbuds,East,Retail,6,5000,0.13,26100.0,3,0
2023-01-15,CUST0053,Tablet,West,Partner,6,25000,0.19,121500.0,2,1
2023-01-16,CUST0283,Tablet,East,Retail,11,25000,0.21,217250.0,4,0
2023-01-17,CUST0140,Tablet,West,Partner,2,25000,0.17,41500.0,4,0
2023-01-18,CUST0097,Tablet,South,Partner,2,25000,0.23,38500.0,5,0
2023-01-19,CUST0005,Laptop,South,Partner,4,75000,0.21,237000.0,5,0
2023-01-20,CUST0057,Tablet,South,Online,1,25000,0.14,21500.0,5,0
2023-01-21,CUST0069,Watch,East,Partner,9,15000,0.17,112050.0,5,0
2023-01-22,CUST0118,Watch,South,Online,14,15000,0.23,161700.0,4,1
2023-01-23,CUST0059,Laptop,North,Retail,14,75000,0.15,892500.0,4,1
2023-01-24,CUST0033,Tablet,West,Partner,13,25000,0.21,256750.0,4,0
2023-01-25,CUST0050,Tablet,West,Retail,7,25000,0.17,145250.0,5,0
2023-01-26,CUST0019,Tablet,North,Retail,12,25000,0.14,258000.0,5,0
2023-01-27,CUST0214,Earbuds,East,Partner,7,5000,0.06,32900.0,2,1
2023-01-28,CUST0197,Phone,East,Online,3,35000,0.11,93450.0,5,0
2023-01-29,CUST0047,Earbuds,West,Partner,11,5000,0.24,41800.0,3,0
2023-01-30,CUST0167,Phone,South,Retail,12,35000,0.16,352800.0,4,1
2023-01-31,CUST0289,Tablet,East,Retail,3,25000,0.14,64500.0,3,1
2023-02-01,CUST0141,Tablet,East,Partner,1,25000,0.23,19250.0,4,0
2023-02-02,CUST0084,Earbuds,North,Online,3,5000,0.15,12750.0,5,0
2023-02-03,CUST0182,Earbuds,North,Online,3,5000,0.13,13050.0,3,0
2023-02-04,CUST0079,Phone,South,Retail,4,35000,0.19,113400.0,2,1
2023-02-05,CUST0215,Watch,East,Retail,4,15000,0.18,49200.0,3,0
2023-02-06,CUST0014,Phone,East,Online,3,35000,0.05,99750.0,4,1
2023-02-07,CUST0215,Earbuds,North,Partner,10,5000,0.12,44000.0,3,1
2023-02-08,CUST0128,Earbuds,East,Retail,12,5000,0.12,52800.0,3,0
2023-02-09,CUST0248,Laptop,West,Online,8,75000,0.09,546000.0,3,0
2023-02-10,CUST0029,Earbuds,North,Retail,8,5000,0.13,34800.0,4,0
2023-02-11,CUST0280,Laptop,South,Partner,13,75000,0.1,877500.0,3,0
2023-02-12,CUST0202,Watch,North,Online,13,15000,0.05,185250.0,5,0
2023-02-13,CUST0057,Phone,East,Retail,1,35000,0.1,31500.0,2,1
2023-02-14,CUST0218,Phone,South,Partner,7,35000,0.02,240100.0,4,1
2023-02-15,CUST0062,Laptop,North,Retail,11,75000,0.14,709500.0,3,0
2023-02-16,CUST0157,Phone,West,Partner,2,35000,0.21,55300.0,4,0
2023-02-17,CUST0202,Earbuds,West,Partner,1,5000,0.18,4100.0,3,0
2023-02-18,CUST0017,Tablet,North,Online,3,25000,0.09,68250.0,5,1
2023-02-19,CUST0006,Laptop,West,Partner,4,75000,0.02,294000.0,5,1
2023-02-20,CUST0058,Phone,West,Retail,13,35000,0.05,432250.0,5,0
2023-02-21,CUST0169,Laptop,West,Partner,6,75000,0.14,387000.0,4,0
2023-02-22,CUST0082,Laptop,South,Partner,10,75000,0.05,712500.0,4,0
2023-02-23,CUST0219,Tablet,West,Online,14,25000,0.14,301000.0,5,0
2023-02-24,CUST0177,Earbuds,West,Partner,5,5000,0.06,23500.0,4,0
2023-02-25,CUST0204,Laptop,West,Partner,14,75000,0.21,829500.0,3,0
2023-02-26,CUST0071,Phone,South,Retail,4,35000,0.1,126000.0,5,0
2023-02-27,CUST0266,Watch,North,Online,8,15000,0.06,112800.0,4,0
2023-02-28,CUST0098,Laptop,East,Online,11,75000,0.2,660000.0,3,0
2023-03-01,CUST0291,Laptop,West,Online,12,75000,0.09,819000.0,3,0
2023-03-02,CUST0208,Tablet,North,Partner,14,25000,0.03,339500.0,3,1
2023-03-03,CUST0002,Earbuds,West,Online,4,5000,0.14,17200.0,4,0
2023-03-04,CUST0124,Watch,South,Partner,13,15000,0.15,165750.0,3,0
2023-03-05,CUST0280,Phone,North,Partner,10,35000,0.18,287000.0,2,1
2023-03-06,CUST0074,Watch,South,Retail,12,15000,0.06,169200.0,2,1
2023-03-07,CUST0166,Phone,West,Retail,13,35000,0.11,404950.0,4,0
2023-03-08,CUST0022,Earbuds,West,Retail,2,5000,0.07,9300.0,5,0
2023-03-09,CUST0154,Phone,South,Retail,3,35000,0.02,102900.0,3,1
2023-03-10,CUST0295,Tablet,East,Retail,6,25000,0.22,117000.0,1,1
2023-03-11,CUST0219,Tablet,South,Partner,8,25000,0.18,164000.0,2,1
2023-03-12,CUST0157,Tablet,West,Partner,8,25000,0.08,184000.0,5,0
2023-03-13,CUST0230,Tablet,South,Online,11,25000,0.15,233750.0,4,0
2023-03-14,CUST0020,Watch,East,Partner,9,15000,0.05,128250.0,4,0
2023-03-15,CUST0041,Earbuds,South,Partner,7,5000,0.22,27300.0,1,1
2023-03-16,CUST0148,Phone,East,Retail,13,35000,0.03,441350.0,5,1
2023-03-17,CUST0108,Phone,East,Partner,2,35000,0.0,70000.0,4,1
2023-03-18,CUST0084,Tablet,South,Retail,8,25000,0.13,174000.0,3,0
2023-03-19,CUST0290,Tablet,South,Online,7,25000,0.15,148750.0,2,1
2023-03-20,CUST0134,Laptop,North,Online,8,75000,0.14,516000.0,4,0
2023-03-21,CUST0207,Earbuds,West,Partner,12,5000,0.01,59400.0,5,1
2023-03-22,CUST0283,Watch,East,Online,3,15000,0.08,41400.0,5,0
2023-03-23,CUST0266,Phone,North,Partner,7,35000,0.12,215600.0,4,0
2023-03-24,CUST0073,Laptop,South,Online,10,75000,0.05,712500.0,5,0
2023-03-25,CUST0048,Laptop,West,Retail,13,75000,0.22,760500.0,2,1
2023-03-26,CUST0233,Phone,North,Retail,9,35000,0.02,308700.0,4,1
2023-03-27,CUST0100,Watch,East,Retail,3,15000,0.12,39600.0,4,0
2023-03-28,CUST0059,Laptop,North,Retail,14,75000,0.17,871500.0,3,0
2023-03-29,CUST0258,Laptop,East,Partner,10,75000,0.07,697500.0,5,0
2023-03-30,CUST0065,Earbuds,South,Online,6,5000,0.16,25200.0,3,1
2023-03-31,CUST0083,Watch,West,Partner,2,15000,0.21,23700.0,3,1
2023-04-01,CUST0154,Laptop,West,Retail,2,75000,0.05,142500.0,4,0
2023-04-02,CUST0266,Watch,West,Partner,5,15000,0.23,57750.0,4,0
2023-04-03,CUST0079,Phone,South,Online,5,35000,0.14,150500.0,4,0
2023-04-04,CUST0150,Tablet,East,Partner,13,25000,0.07,302250.0,2,1
2023-04-05,CUST0048,Laptop,South,Online,7,75000,0.11,467250.0,5,0
2023-04-06,CUST0248,Earbuds,West,Partner,12,5000,0.08,55200.0,4,0
2023-04-07,CUST0278,Phone,South,Online,2,35000,0.18,57400.0,4,0
2023-04-08,CUST0098,Watch,South,Online,11,15000,0.2,132000.0,5,0
2023-04-09,CUST0025,Phone,South,Retail,14,35000,0.21,387100.0,5,0
2023-04-10,CUST0284,Laptop,East,Online,13,75000,0.25,731250.0,2,1
2023-04-11,CUST0068,Watch,North,Retail,7,15000,0.2,84000.0,5,0
2023-04-12,CUST0007,Tablet,North,Retail,5,25000,0.15,106250.0,2,1
2023-04-13,CUST0137,Phone,South,Retail,14,35000,0.08,450800.0,1,1
2023-04-14,CUST0164,Laptop,North,Partner,6,75000,0.14,387000.0,4,0
2023-04-15,CUST0083,Earbuds,North,Partner,8,5000,0.01,39600.0,5,1
2023-04-16,CUST0138,Watch,South,Partner,10,15000,0.19,121500.0,3,0
2023-04-17,CUST0073,Phone,South,Partner,13,35000,0.11,404950.0,4,0
2023-04-18,CUST0237,Phone,West,Online,14,35000,0.01,485100.0,3,1
2023-04-19,CUST0046,Tablet,North,Online,12,25000,0.02,294000.0,5,1
2023-04-20,CUST0106,Tablet,East,Partner,4,25000,0.1,90000.0,4,0
2023-04-21,CUST0288,Earbuds,South,Online,13,5000,0.15,55250.0,4,1
2023-04-22,CUST0262,Earbuds,West,Online,7,5000,0.12,30800.0,3,0
2023-04-23,CUST0176,Laptop,East,Retail,6,75000,0.15,382500.0,5,0
2023-04-24,CUST0166,Laptop,North,Retail,10,75000,0.12,660000.0,5,0
2023-04-25,CUST0145,Earbuds,West,Retail,2,5000,0.17,8300.0,4,0
2023-04-26,CUST0283,Earbuds,South,Retail,8,5000,0.05,38000.0,4,0
2023-04-27,CUST0054,Watch,East,Online,10,15000,0.03,145500.0,5,1
2023-04-28,CUST0178,Tablet,South,Partner,9,25000,0.15,191250.0,1,1
2023-04-29,CUST0244,Laptop,North,Online,5,75000,0.12,330000.0,5,0
2023-04-30,CUST0127,Tablet,East,Online,10,25000,0.01,247500.0,5,1
2023-05-01,CUST0271,Tablet,North,Online,4,25000,0.1,90000.0,2,1
2023-05-02,CUST0132,Earbuds,North,Retail,6,5000,0.03,29100.0,4,1
2023-05-03,CUST0093,Watch,West,Retail,8,15000,0.13,104400.0,3,0
2023-05-04,CUST0073,Phone,South,Retail,11,35000,0.1,346500.0,4,0
2023-05-05,CUST0248,Watch,East,Partner,3,15000,0.15,38250.0,4,1
2023-05-06,CUST0273,Watch,North,Online,10,15000,0.2,120000.0,3,0
2023-05-07,CUST0043,Tablet,North,Partner,11,25000,0.07,255750.0,4,0
2023-05-08,CUST0041,Watch,East,Retail,11,15000,0.24,125400.0,3,0
2023-05-09,CUST0170,Laptop,North,Partner,1,75000,0.13,65250.0,4,0
2023-05-10,CUST0212,Tablet,West,Online,4,25000,0.15,85000.0,3,0
2023-05-11,CUST0168,Laptop,West,Online,4,75000,0.17,249000.0,5,0
2023-05-12,CUST0039,Phone,West,Retail,1,35000,0.17,29050.0,1,1
2023-05-13,CUST0245,Tablet,West,Retail,9,25000,0.13,195750.0,5,0
2023-05-14,CUST0151,Phone,North,Partner,3,35000,0.11,93450.0,4,0
2023-05-15,CUST0111,Tablet,East,Retail,5,25000,0.01,123750.0,3,1
2023-05-16,CUST0047,Earbuds,East,Retail,6,5000,0.01,29700.0,5,1
2023-05-17,CUST0063,Watch,East,Online,8,15000,0.09,109200.0,4,0
2023-05-18,CUST0225,Earbuds,East,Retail,6,5000,0.08,27600.0,4,0
2023-05-19,CUST0069,Phone,South,Retail,3,35000,0.1,94500.0,2,1
2023-05-20,CUST0299,Watch,East,Online,6,15000,0.03,87300.0,4,1
2023-05-21,CUST0290,Tablet,South,Online,1,25000,0.18,20500.0,3,0
2023-05-22,CUST0296,Watch,South,Partner,4,15000,0.21,47400.0,1,1
2023-05-23,CUST0203,Laptop,West,Retail,6,75000,0.23,346500.0,4,0
2023-05-24,CUST0061,Watch,South,Online,7,15000,0.12,92400.0,2,1
2023-05-25,CUST0161,Laptop,North,Partner,11,75000,0.18,676500.0,3,0
2023-05-26,CUST0016,Watch,South,Partner,13,15000,0.21,154050.0,2,1
2023-05-27,CUST0094,Laptop,West,Retail,11,75000,0.1,742500.0,2,1
2023-05-28,CUST0138,Phone,South,Retail,10,35000,0.08,322000.0,3,0
2023-05-29,CUST0038,Earbuds,North,Partner,3,5000,0.23,11550.0,5,0
2023-05-30,CUST0127,Tablet,North,Online,9,25000,0.13,195750.0,1,1
2023-05-31,CUST0275,Watch,North,Partner,12,15000,0.12,158400.0,4,0
2023-06-01,CUST0164,Earbuds,West,Retail,12,5000,0.04,57600.0,2,1
2023-06-02,CUST0077,Tablet,West,Online,7,25000,0.03,169750.0,5,1
2023-06-03,CUST0174,Tablet,East,Online,14,25000,0.21,276500.0,2,1
2023-06-04,CUST0091,Laptop,West,Partner,1,75000,0.15,63750.0,5,0
2023-06-05,CUST0238,Phone,North,Retail,2,35000,0.08,64400.0,4,0
2023-06-06,CUST0264,Phone,North,Partner,1,35000,0.05,33250.0,1,1
2023-06-07,CUST0179,Earbuds,West,Partner,11,5000,0.14,47300.0,5,0
2023-06-08,CUST0209,Phone,South,Partner,9,35000,0.15,267750.0,4,0
2023-06-09,CUST0073,Watch,West,Online,9,15000,0.05,128250.0,3,0
2023-06-10,CUST0107,Phone,West,Online,7,35000,0.21,193550.0,5,0
2023-06-11,CUST0295,Earbuds,North,Retail,10,5000,0.02,49000.0,5,1
2023-06-12,CUST0284,Phone,East,Retail,3,35000,0.09,95550.0,4,0
2023-06-13,CUST0182,Watch,North,Partner,13,15000,0.17,161850.0,3,0
2023-06-14,CUST0037,Laptop,East,Partner,5,75000,0.07,348750.0,5,1
2023-06-15,CUST0137,Earbuds,North,Partner,4,5000,0.21,15800.0,4,1
2023-06-16,CUST0056,Laptop,West,Retail,7,75000,0.18,430500.0,5,0
2023-06-17,CUST0187,Laptop,North,Online,14,75000,0.2,840000.0,4,0
2023-06-18,CUST0258,Laptop,North,Online,9,75000,0.03,654750.0,3,1
2023-06-19,CUST0058,Tablet,North,Partner,12,25000,0.04,288000.0,5,1
2023-06-20,CUST0123,Tablet,West,Partner,2,25000,0.07,46500.0,2,1
2023-06-21,CUST0188,Laptop,West,Partner,13,75000,0.13,848250.0,3,0
2023-06-22,CUST0230,Earbuds,West,Partner,8,5000,0.19,32400.0,4,0
2023-06-23,CUST0168,Watch,West,Retail,9,15000,0.21,106650.0,4,0
2023-06-24,CUST0114,Watch,East,Online,10,15000,0.18,123000.0,1,1
2023-06-25,CUST0252,Phone,East,Partner,14,35000,0.23,377300.0,5,0
2023-06-26,CUST0107,Earbuds,South,Retail,10,5000,0.18,41000.0,4,0
2023-06-27,CUST0037,Tablet,West,Partner,9,25000,0.08,207000.0,4,0
2023-06-28,CUST0092,Laptop,East,Partner,14,75000,0.07,976500.0,5,0
2023-06-29,CUST0018,Phone,North,Online,10,35000,0.17,290500.0,4,0
2023-06-30,CUST0063,Watch,West,Partner,14,15000,0.05,199500.0,1,1
2023-07-01,CUST0150,Tablet,South,Online,7,25000,0.02,171500.0,3,1
2023-07-02,CUST0139,Tablet,South,Online,9,25000,0.13,195750.0,5,0
2023-07-03,CUST0186,Laptop,South,Online,9,75000,0.21,533250.0,2,1
2023-07-04,CUST0185,Watch,North,Retail,14,15000,0.03,203700.0,4,1
2023-07-05,CUST0205,Earbuds,East,Retail,3,5000,0.2,12000.0,4,0
2023-07-06,CUST0260,Tablet,North,Online,4,25000,0.2,80000.0,4,0
2023-07-07,CUST0214,Laptop,West,Partner,2,75000,0.12,132000.0,1,1
2023-07-08,CUST0256,Earbuds,South,Online,10,5000,0.01,49500.0,4,1
2023-07-09,CUST0135,Watch,North,Partner,3,15000,0.04,43200.0,4,1
2023-07-10,CUST0061,Tablet,North,Online,11,25000,0.18,225500.0,5,0
2023-07-11,CUST0088,Earbuds,East,Partner,11,5000,0.18,45100.0,3,0
2023-07-12,CUST0207,Earbuds,East,Retail,5,5000,0.22,19500.0,4,0
2023-07-13,CUST0129,Earbuds,South,Partner,5,5000,0.15,21250.0,4,1
2023-07-14,CUST0003,Tablet,North,Online,6,25000,0.03,145500.0,4,1
2023-07-15,CUST0242,Tablet,North,Retail,13,25000,0.03,315250.0,4,1
2023-07-16,CUST0121,Phone,East,Partner,7,35000,0.18,200900.0,3,0
2023-07-17,CUST0102,Watch,North,Partner,7,15000,0.05,99750.0,3,0
2023-07-18,CUST0038,Laptop,North,Partner,1,75000,0.08,69000.0,5,0
2023-07-19,CUST0133,Earbuds,North,Partner,14,5000,0.12,61600.0,4,0
2023-07-20,CUST0202,Phone,East,Partner,2,35000,0.01,69300.0,4,1
2023-07-21,CUST0021,Laptop,South,Retail,12,75000,0.06,846000.0,3,0
2023-07-22,CUST0242,Phone,West,Retail,9,35000,0.1,283500.0,3,0
2023-07-23,CUST0109,Tablet,South,Retail,10,25000,0.07,232500.0,1,1
2023-07-24,CUST0084,Earbuds,West,Retail,2,5000,0.03,9700.0,2,1
2023-07-25,CUST0083,Laptop,North,Online,6,75000,0.18,369000.0,4,0
2023-07-26,CUST0291,Laptop,South,Retail,11,75000,0.2,660000.0,5,0
2023-07-27,CUST0069,Laptop,West,Partner,11,75000,0.06,775500.0,3,0
2023-07-28,CUST0129,Laptop,East,Partner,1,75000,0.19,60750.0,3,0
2023-07-29,CUST0196,Laptop,East,Retail,3,75000,0.1,202500.0,2,1
2023-07-30,CUST0140,Phone,South,Partner,2,35000,0.13,60900.0,4,1
2023-07-31,CUST0283,Earbuds,South,Retail,3,5000,0.21,11850.0,1,1
2023-08-01,CUST0234,Tablet,North,Partner,5,25000,0.19,101250.0,5,0
2023-08-02,CUST0023,Tablet,South,Online,11,25000,0.2,220000.0,4,0
2023-08-03,CUST0153,Tablet,North,Online,10,25000,0.03,242500.0,5,1
2023-08-04,CUST0277,Tablet,North,Retail,6,25000,0.02,147000.0,5,1
2023-08-05,CUST0061,Phone,East,Retail,9,35000,0.22,245700.0,4,0
2023-08-06,CUST0052,Watch,East,Retail,12,15000,0.1,162000.0,4,0
2023-08-07,CUST0153,Earbuds,West,Partner,11,5000,0.07,51150.0,3,1
2023-08-08,CUST0237,Laptop,East,Retail,10,75000,0.18,615000.0,4,0
2023-08-09,CUST0032,Watch,East,Online,12,15000,0.21,142200.0,5,0
2023-08-10,CUST0055,Tablet,South,Partner,12,25000,0.22,234000.0,2,1
2023-08-11,CUST0036,Watch,East,Retail,13,15000,0.08,179400.0,5,0
2023-08-12,CUST0110,Earbuds,West,Partner,4,5000,0.21,15800.0,3,0
2023-08-13,CUST0177,Laptop,South,Partner,7,75000,0.01,519750.0,5,1
2023-08-14,CUST0295,Laptop,West,Retail,6,75000,0.01,445500.0,5,1
2023-08-15,CUST0097,Earbuds,East,Partner,2,5000,0.16,8400.0,4,0
2023-08-16,CUST0213,Earbuds,West,Online,10,5000,0.02,49000.0,4,1
2023-08-17,CUST0137,Tablet,South,Online,11,25000,0.08,253000.0,4,1
2023-08-18,CUST0006,Laptop,North,Partner,11,75000,0.17,684750.0,5,0
2023-08-19,CUST0109,Watch,West,Retail,11,15000,0.08,151800.0,5,0
2023-08-20,CUST0035,Phone,West,Partner,8,35000,0.04,268800.0,5,1
2023-08-21,CUST0039,Phone,South,Online,7,35000,0.07,227850.0,4,0
2023-08-22,CUST0150,Earbuds,South,Partner,7,5000,0.11,31150.0,4,0
2023-08-23,CUST0118,Tablet,West,Partner,14,25000,0.12,308000.0,5,1
2023-08-24,CUST0261,Phone,East,Online,8,35000,0.2,224000.0,4,1
2023-08-25,CUST0087,Laptop,West,Partner,12,75000,0.19,729000.0,5,1
2023-08-26,CUST0076,Earbuds,South,Partner,12,5000,0.11,53400.0,4,0
2023-08-27,CUST0214,Watch,North,Retail,13,15000,0.21,154050.0,2,1
2023-08-28,CUST0285,Earbuds,North,Retail,14,5000,0.03,67900.0,4,1
2023-08-29,CUST0239,Watch,East,Online,11,15000,0.06,155100.0,4,0
2023-08-30,CUST0165,Earbuds,West,Online,1,5000,0.21,3950.0,2,1
2023-08-31,CUST0087,Earbuds,North,Online,13,5000,0.09,59150.0,2,1
2023-09-01,CUST0141,Earbuds,West,Retail,1,5000,0.25,3750.0,4,0
2023-09-02,CUST0160,Watch,South,Online,8,15000,0.12,105600.0,2,1
2023-09-03,CUST0046,Watch,North,Online,4,15000,0.2,48000.0,3,0
2023-09-04,CUST0112,Earbuds,East,Online,5,5000,0.1,22500.0,5,0
2023-09-05,CUST0045,Phone,South,Retail,8,35000,0.11,249200.0,5,0
2023-09-06,CUST0247,Tablet,East,Partner,5,25000,0.1,112500.0,5,0
2023-09-07,CUST0104,Tablet,South,Online,10,25000,0.18,205000.0,5,0
2023-09-08,CUST0085,Tablet,North,Partner,4,25000,0.14,86000.0,4,0
2023-09-09,CUST0134,Watch,East,Online,12,15000,0.24,136800.0,3,0
2023-09-10,CUST0108,Watch,East,Partner,6,15000,0.06,84600.0,4,0
2023-09-11,CUST0018,Phone,South,Retail,13,35000,0.03,441350.0,5,1
2023-09-12,CUST0094,Tablet,East,Retail,12,25000,0.1,270000.0,4,0
2023-09-13,CUST0150,Tablet,South,Online,5,25000,0.15,106250.0,1,1
2023-09-14,CUST0246,Earbuds,South,Partner,14,5000,0.22,54600.0,5,0
2023-09-15,CUST0289,Watch,South,Retail,7,15000,0.09,95550.0,1,1
2023-09-16,CUST0209,Tablet,South,Online,14,25000,0.16,294000.0,4,0
2023-09-17,CUST0126,Phone,North,Online,10,35000,0.09,318500.0,3,0
2023-09-18,CUST0235,Phone,South,Retail,7,35000,0.15,208250.0,4,0
2023-09-19,CUST0122,Tablet,West,Retail,13,25000,0.22,253500.0,4,0
2023-09-20,CUST0138,Watch,East,Online,4,15000,0.06,56400.0,1,1
2023-09-21,CUST0115,Phone,West,Partner,12,35000,0.1,378000.0,4,0
2023-09-22,CUST0162,Earbuds,North,Partner,13,5000,0.25,48750.0,4,0
2023-09-23,CUST0201,Phone,West,Partner,5,35000,0.22,136500.0,5,0
2023-09-24,CUST0234,Laptop,East,Online,13,75000,0.14,838500.0,5,0
2023-09-25,CUST0028,Laptop,West,Retail,3,75000,0.13,195750.0,4,0
2023-09-26,CUST0011,Watch,North,Online,4,15000,0.07,55800.0,5,0
2023-09-27,CUST0206,Tablet,South,Retail,14,25000,0.13,304500.0,3,0
2023-09-28,CUST0167,Watch,West,Partner,4,15000,0.21,47400.0,3,0
2023-09-29,CUST0247,Watch,North,Partner,3,15000,0.17,37350.0,3,0
2023-09-30,CUST0047,Watch,North,Retail,13,15000,0.07,181350.0,4,0
2023-10-01,CUST0246,Watch,East,Retail,10,15000,0.05,142500.0,3,0
2023-10-02,CUST0127,Earbuds,East,Online,5,5000,0.07,23250.0,2,1
2023-10-03,CUST0147,Earbuds,West,Partner,5,5000,0.04,24000.0,4,1
2023-10-04,CUST0118,Phone,South,Online,11,35000,0.02,377300.0,5,1
2023-10-05,CUST0152,Laptop,North,Online,7,75000,0.1,472500.0,4,0
